,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,datetime
13496,45280,Male,Loyal Customer,42,Business travel,Business,1647,0,5,0,4,5,2,4,5,5,2,0,5,5,2,76,61,7/13/1972
13497,6860,Female,Loyal Customer,-1,Business travel,Business,622,1,2,5,1,4,3,3,2,2,2,2,2,1,4,103,74,7/14/1972
13498,58000,Male,Loyal Customer,65,Personal Travel,Eco,1943,3,3,3,5,3,2,1,4,2,5,5,1,3,1,188,190,7/15/1972
13499,79859,Male,Loyal Customer,55,Business travel,Business,1638,2,2,1,2,5,5,5,3,2,5,5,5,5,5,166,222,7/16/1972
13500,93140,Female,disloyal Customer,-1,Business travel,Eco,1066,2,1,2,4,5,3,5,5,2,4,3,2,4,5,5,0,7/17/1972
13501,40397,Male,Loyal Customer,56,Business travel,Business,1530,5,5,5,5,5,3,4,3,5,4,5,4,3,5,0,1.2,7/18/1972
13502,41624,Female,Loyal Customer,42,Personal Travel,Eco Plus,1269,0,5,2,5,5,5,5,2,2,2,2,2,2,3,165,117,7/19/1972
13503,62474,Male,Loyal Customer,37,Business travel,Business,1744,2,3,3,3,1,4,4,3,3,4,5,5,3,5,34,0,7/20/1972
13504,122770,Male,Loyal Customer,51,Personal Travel,Eco,427,5,4,5,3,2,5,1,1,4,2,5,3,5,2,21,0,7/21/1972
13505,44828,Female,Loyal Customer,-1,Business travel,Eco,1,3,3,5,4,4,4,2,2,2,3,3,3,3,1,74,57,7/22/1972
13506,18914,Male,Loyal Customer,24,Personal Travel,Eco,448,1,3,2,3,2,1,5,0,2,3,1,5,3,1,37,64,7/23/1972
13507,31352,Female,Loyal Customer,60,Personal Travel,Business,589,1,2,2,3,5,4,5,2,0,2,1,2,1,1,0,95,7/24/1972
13508,86414,Male,disloyal Customer,24,Business travel,Business,762,0,5,0,5,3,0,3,1,4,4,5,3,5,1,59,78,7/25/1972
13509,74905,Female,Loyal Customer,-1,Business travel,Business,2586,2,2,2,2,5,3,3,4,3,5,5,5,3,4,110,46,7/26/1972
13510,123176,Male,Loyal Customer,33,Business travel,Business,2261,1,3,4,3,2,3,3,2,4,2,3,2,3,3,85,35,7/27/1972
13511,2196,Female,Loyal Customer,23,Personal Travel,Eco,624,2,5,2,3,3,3,5,4,4,4,5,3,5,3,54,21,7/28/1972
13512,119736,Female,Loyal Customer,10,Personal Travel,Eco,100000,4,2,2,2,5,2,5,5,3,4,3,2,2,5,0,0,7/29/1972
13513,17812,Female,Loyal Customer,80,Business travel,Business,675,2,3,2,3,3,5,2,3,2,1,3,3,1,5,70,117,7/30/1972
13514,121194,Female,Loyal Customer,67,Personal Travel,Eco,2402,2,5,5,2,4,2,0,2,1,1,4,1,5,1,112,157,7/31/1972
13515,66763,Male,Loyal Customer,23,Personal Travel,Eco,1,1,5,1,1,2,1,5,4,5,5,5,3,5,4,32,52,8/1/1972
13516,120910,Female,disloyal Customer,23,Business travel,Eco,992,0,0,2,3,2,2,5,2,4,5,5,5,5,3,47,157,8/2/1972
13517,54940,Female,Loyal Customer,41,Business travel,Business,1379,5,5,5,5,4,2,2,3,4,5,5,4,4,3,39,62,8/3/1972
13518,92373,Male,Loyal Customer,-1,Business travel,Business,2139,1,0,0,1,4,5,3,3,3,5,3,5,5,4,0,0,8/4/1972
13519,20043,Female,disloyal Customer,25,Business travel,Eco,607,5,5,5,2,3,5,3,3,3,3,3,2,5,5,107,0,8/5/1972
13520,34520,Female,Loyal Customer,-1,Personal Travel,Eco,1521,4,3,3,4,3,3,4,3,4,4,2,4,2,1,90,73,8/6/1972
13521,102157,Female,Loyal Customer,-1,Business travel,Business,397,5,5,3,5,5,4,3,5,5,5,4,5,3,4,0,53,8/7/1972
13522,9549,Male,Loyal Customer,52,Business travel,Business,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,15,6,8/8/1972
13523,64945,Female,disloyal Customer,25,Business travel,Eco,190,4,3,2,4,5,4,3,3,1,1,5,0,4,5,60,19,8/9/1972
13524,50904,Female,Loyal Customer,44,Personal Travel,Eco,250,2,3,3,0,5,5,5,1,3,2,2,5,2,3,7,44,8/10/1972
13525,40548,Female,Loyal Customer,-1,Business travel,Eco,411,5,1,1,0,5,5,5,5,5,5,5,1,5,2,43,91,8/11/1972
13526,111211,Male,Loyal Customer,22,Business travel,Business,1506,3,4,4,2,2,2,2,2,3,5,3,5,3,3,1,85,8/12/1972
13527,70914,Male,disloyal Customer,65,Business travel,Business,1,2,3,4,3,1,2,0,1,2,5,5,3,3,1,30,29,8/13/1972
13528,60779,Female,Loyal Customer,53,Personal Travel,Eco,628,0,5,0,5,4,3,5,3,4,0,5,5,3,5,101,4,8/14/1972
13529,122285,Female,Loyal Customer,-1,Personal Travel,Eco,546,2,0,3,3,3,0,0,0,2,3,1,4,1,3,88,106,8/15/1972
13530,65478,Female,Loyal Customer,58,Business travel,Business,1067,3,3,3,1,2,3,5,5,5,5,5,3,5,5,73,84,8/16/1972
13531,125724,Male,Loyal Customer,25,Personal Travel,Eco,899,2,3,3,2,5,4,5,5,3,2,5,5,5,5,79,32,8/17/1972
13532,36799,Male,Loyal Customer,65,Personal Travel,Eco,2704,2,4,4,4,5,5,5,2,2,3,5,4,1,4,98,92,8/18/1972
13533,72612,Male,Loyal Customer,-1,Personal Travel,Eco,918,2,4,1,4,5,2,5,5,4,4,5,5,4,5,10,53,8/19/1972
13534,118605,Female,Loyal Customer,51,Business travel,Business,3212,5,5,4,5,4,4,5,5,5,5,5,5,5,5,98,65,8/20/1972
13535,122734,Female,disloyal Customer,14,Business travel,Eco,100000,2,0,2,3,5,4,4,3,2,3,3,2,3,4,147,186,8/21/1972
13536,75255,Female,Loyal Customer,-1,Personal Travel,Eco,1744,2,5,1,2,5,3,5,4,5,3,5,5,3,4,2,71,8/22/1972
13537,46905,Female,Loyal Customer,46,Business travel,Business,845,4,5,4,5,4,3,2,2,3,2,3,0,3,2,70,0,8/23/1972
13538,37995,Male,Loyal Customer,-1,Business travel,Business,100000,5,5,5,5,1,2,2,5,5,5,5,2,5,4,39,55,8/24/1972
13539,122468,Male,Loyal Customer,52,Business travel,Business,2205,3,4,5,4,1,1,3,3,3,4,4,4,5,2,14,31,8/25/1972
13540,26863,Female,Loyal Customer,-1,Business travel,Eco Plus,224,4,5,3,5,1,3,3,3,4,5,5,2,4,3,44,0,8/26/1972
13541,113197,Male,Loyal Customer,40,Business travel,Business,386,2,3,2,1,3,5,5,5,5,5,5,5,5,4,0,93,8/27/1972
13542,56225,Female,Loyal Customer,41,Business travel,Eco,1008,3,5,4,3,2,3,4,4,2,3,5,2,3,4,8,93,8/28/1972
13543,12323,Male,Loyal Customer,59,Business travel,Business,2364,2,1,2,2,4,4,2,3,4,1,3,2,3,0,23,0,8/29/1972
13544,89557,Female,disloyal Customer,22,Business travel,Eco,1096,3,5,4,1,3,5,5,4,3,4,5,3,5,4,231,165,8/30/1972
13545,61789,Female,Loyal Customer,18,Personal Travel,Eco,1379,3,3,2,2,5,1,5,5,1,3,2,1,2,5,0,0,8/31/1972
13546,29466,Male,Loyal Customer,12,Personal Travel,Eco,2345,2,3,2,5,3,4,4,4,3,3,5,3,3,4,99,85,9/1/1972
13547,30825,Female,Loyal Customer,30,Business travel,Business,896,0,2,0,1,5,5,5,5,3,2,1,3,1,5,100,93,9/2/1972
13548,86913,Female,Loyal Customer,30,Business travel,Business,3874,3,2,4,2,4,2,3,4,5,0,4,4,5,3,0,0,9/3/1972
13549,65882,Female,Loyal Customer,30,Business travel,Business,1391,1,2,0,2,4,4,5,5,5,5,5,5,5,5,93,0,9/4/1972
13550,35023,Female,Loyal Customer,30,Personal Travel,Eco,740,2,5,2,4,5,3,5,5,4,1,5,3,5,5,48,-8,9/5/1972
13551,58723,Male,Loyal Customer,42,Personal Travel,Business,1005,0,5,2,2,3,5,3,0,0,1,2,5,1,5,145,92,9/6/1972
13552,49229,Male,Loyal Customer,44,Business travel,Eco,156,2,5,5,5,1,1,1,1,2,4,3,3,0,1,57,21,9/7/1972
13553,38506,Female,Loyal Customer,31,Business travel,Business,100000,3,2,1,2,5,4,4,3,2,5,5,3,2,3,98,0,9/8/1972
13554,90642,Male,Loyal Customer,43,Business travel,Business,594,4,3,4,5,1,5,5,3,4,5,5,3,5,4,58,0,9/9/1972
13555,90321,Male,Loyal Customer,37,Business travel,Business,271,0,0,0,2,2,5,4,4,3,3,2,4,3,3,65,90,9/10/1972
13556,110741,Male,Loyal Customer,-1,Business travel,Business,1912,5,5,5,5,3,3,3,4,3,3,4,4,4,5,84,159,9/11/1972
13557,83832,Male,disloyal Customer,37,Business travel,Eco,425,2,1,3,2,1,1,5,0,4,5,3,4,2,0,51,107,9/12/1972
13558,74326,Female,disloyal Customer,-1,Business travel,Eco,1235,1,3,2,2,4,3,3,3,3,3,3,5,5,4,51,42,9/13/1972
13559,90146,Female,Loyal Customer,41,Business travel,Business,557,1,0,1,0,3,1,2,4,4,3,3,2,5,2,12,54,9/14/1972
13560,59666,Male,Loyal Customer,23,Personal Travel,Eco,964,4,5,4,3,3,3,4,4,5,3,5,5,3,4,19,86,9/15/1972
13561,78147,Female,Loyal Customer,40,Business travel,Business,1945,5,5,5,5,2,3,5,5,5,5,5,4,5,5,0,0,9/16/1972
13562,76511,Male,Loyal Customer,56,Business travel,Business,516,2,0,1,0,1,5,4,5,5,5,5,4,5,2,69,136,9/17/1972
13563,98589,Female,Loyal Customer,46,Business travel,Business,1987,5,5,5,5,4,5,4,4,3,4,5,3,5,4,1,0,9/18/1972
13564,73006,Male,Loyal Customer,46,Personal Travel,Eco,1096,5,5,5,4,5,5,5,5,4,1,4,1,4,5,0,0,9/19/1972
13565,67723,Female,Loyal Customer,37,Business travel,Business,1438,2,5,3,5,5,4,5,1,1,2,1,3,1,3,0,44,9/20/1972
13566,51890,Male,Loyal Customer,51,Business travel,Business,507,5,5,5,5,1,5,3,3,5,5,5,2,5,1,0,80,9/21/1972
13567,17230,Male,disloyal Customer,31,Business travel,Eco,872,3,3,3,5,3,4,5,5,3,3,2,1,0,4,83,28,9/22/1972
13568,68535,Male,disloyal Customer,9,Business travel,Eco,1013,2,2,3,2,3,4,4,2,1,2,3,2,4,2,0,36,9/23/1972
13569,59022,Female,disloyal Customer,27,Business travel,Eco,1744,5,3,4,2,0,5,1,2,3,4,2,2,4,0,124,24,9/24/1972
13570,794,Female,disloyal Customer,22,Business travel,Business,309,0,0,1,3,2,0,3,2,3,2,3,2,5,1,40,85,9/25/1972
13571,115473,Male,Loyal Customer,47,Business travel,Business,1,2,0,2,0,5,5,5,5,5,5,5,5,5,2,99,81,9/26/1972
13572,95107,Female,Loyal Customer,69,Personal Travel,Eco,441,2,5,3,2,3,5,4,3,3,5,4,2,2,5,110,148,9/27/1972
13573,123682,Female,disloyal Customer,56,Business travel,Eco,214,0,2,2,2,0,1,2,1,1,2,3,2,3,0,0,16,9/28/1972
13574,112848,Female,Loyal Customer,53,Business travel,Business,2963,2,4,4,4,4,4,4,5,5,3,5,5,5,5,136,37,9/29/1972
13575,25862,Male,Loyal Customer,58,Personal Travel,Eco,692,4,3,4,4,5,4,5,4,3,3,2,1,3,4,14,75,9/30/1972
13576,21858,Female,Loyal Customer,-1,Business travel,Eco,448,5,1,2,3,5,5,1,3,4,3,5,4,3,5,202,181,10/1/1972
13577,11712,Female,disloyal Customer,-1,Business travel,Business,429,3,0,4,2,2,3,3,1,5,2,5,5,5,3,7,66,10/2/1972
13578,45355,Male,Loyal Customer,-1,Personal Travel,Eco,290,1,5,3,4,5,3,3,5,5,1,5,3,5,4,0,0,10/3/1972
13579,2106,Female,Loyal Customer,-1,Personal Travel,Eco,812,4,3,2,3,5,4,4,1,1,3,1,4,1,2,97,38,10/4/1972
13580,39022,Female,Loyal Customer,-1,Personal Travel,Eco,313,5,5,5,0,1,5,2,2,3,5,5,5,3,2,81,70,10/5/1972
13581,65427,Male,Loyal Customer,-1,Business travel,Eco,2165,3,2,1,2,4,3,4,2,0,4,3,4,2,4,50,75,10/6/1972
13582,24185,Male,Loyal Customer,34,Business travel,Eco,170,3,4,3,4,2,3,3,4,3,3,4,3,3,4,0,33,10/7/1972
13583,25648,Female,Loyal Customer,22,Personal Travel,Eco,526,4,5,2,5,4,4,4,2,2,2,5,3,5,2,39,0,10/8/1972
13584,77120,Male,Loyal Customer,31,Personal Travel,Eco,1481,2,3,4,3,1,3,0,2,4,1,3,2,3,0,45,21,10/9/1972
13585,33958,Male,Loyal Customer,-1,Personal Travel,Eco,1554,2,5,2,3,4,2,3,3,5,3,5,5,5,2,0,82,10/10/1972
13586,3097,Male,Loyal Customer,59,Personal Travel,Eco,594,4,5,4,3,5,3,5,5,3,3,5,2,5,5,66,0,10/11/1972
13587,53797,Female,Loyal Customer,21,Business travel,Business,2241,0,4,0,5,5,2,1,5,4,3,5,3,4,5,25,53,10/12/1972
13588,99543,Male,Loyal Customer,34,Business travel,Business,2236,3,2,1,2,1,5,5,3,5,5,3,5,5,3,96,0,10/13/1972
13589,56296,Female,Loyal Customer,19,Personal Travel,Eco,2227,2,2,1,4,1,1,3,5,5,5,4,3,1,4,27,80,10/14/1972
13590,28408,Female,Loyal Customer,-1,Personal Travel,Eco,1709,3,1,4,2,3,3,2,4,3,3,0,3,3,1,76,106,10/15/1972
13591,11673,Male,Loyal Customer,55,Business travel,Business,395,3,2,1,3,4,5,5,5,5,5,5,5,5,5,36,0,10/16/1972
13592,13454,Female,Loyal Customer,63,Personal Travel,Eco,475,5,4,3,3,5,2,4,3,1,3,3,2,1,3,0,72,10/17/1972
13593,51438,Female,Loyal Customer,-1,Personal Travel,Eco Plus,209,1,3,3,2,5,5,5,5,3,1,3,2,5,3,0,90,10/18/1972
13594,18335,Female,Loyal Customer,68,Business travel,Business,225,0,0,0,3,2,1,2,0,0,2,2,3,2,5,0,21,10/19/1972
13595,86381,Male,Loyal Customer,-1,Business travel,Business,762,1,4,2,2,5,3,5,3,5,4,4,3,3,2,-6,63,10/20/1972
13596,127041,Female,disloyal Customer,23,Business travel,Eco,651,5,5,5,3,3,5,2,3,4,5,5,3,3,2,49,95,10/21/1972
13597,13983,Female,Loyal Customer,56,Business travel,Eco,372,4,1,0,0,2,2,2,3,4,3,4,5,3,3,2,43,10/22/1972
13598,113085,Female,Loyal Customer,50,Business travel,Eco,479,4,2,3,1,3,2,2,4,4,4,2,0,4,2,1,78,10/23/1972
13599,65471,Male,Loyal Customer,45,Business travel,Business,1,4,2,2,2,5,5,5,5,5,5,5,5,5,5,67,80,10/24/1972
13600,38792,Female,Loyal Customer,42,Business travel,Business,3711,5,3,3,5,2,2,2,5,5,5,5,3,5,4,89,148,10/25/1972
13601,22494,Male,Loyal Customer,9,Personal Travel,Eco,238,3,2,4,4,2,2,2,2,2,1,5,0,2,0,0,98,10/26/1972
13602,7769,Female,Loyal Customer,25,Business travel,Business,1080,3,0,0,0,1,2,2,1,1,1,3,0,3,2,20,-9,10/27/1972
13603,73227,Female,Loyal Customer,33,Business travel,Eco,946,1,5,5,5,2,3,1,2,1,2,3,3,4,1,-2,68,10/28/1972
13604,80708,Male,Loyal Customer,-1,Business travel,Business,874,4,5,4,4,3,5,5,3,4,4,3,4,3,5,-10,113,10/29/1972
13605,41535,Male,Loyal Customer,33,Business travel,Business,3967,1,2,2,1,3,3,3,5,5,5,0,1,3,4,0,40,10/30/1972
13606,127212,Female,Loyal Customer,8,Personal Travel,Eco Plus,651,1,3,1,1,5,1,5,5,5,3,4,2,4,5,64,99,10/31/1972
13607,51869,Female,Loyal Customer,-1,Business travel,Business,3184,5,4,5,5,5,1,3,2,4,3,4,3,4,2,92,70,11/1/1972
13608,7724,Male,disloyal Customer,-1,Business travel,Eco,859,2,2,1,5,2,2,2,1,2,1,4,2,4,2,26,15,11/2/1972
13609,101727,Female,Loyal Customer,50,Business travel,Business,1216,2,0,2,1,2,3,4,5,5,5,5,5,5,5,98,47,11/3/1972
13610,113583,Female,Loyal Customer,39,Business travel,Business,1505,2,3,5,5,3,3,4,1,1,2,1,2,0,0,0,50,11/4/1972
13611,12808,Male,Loyal Customer,26,Business travel,Business,3875,2,3,0,2,3,1,3,3,2,3,5,4,5,3,2,6,11/5/1972
13612,38987,Male,Loyal Customer,57,Business travel,Business,3887,3,5,3,4,2,5,5,5,5,3,5,3,5,5,76,14,11/6/1972
13613,116039,Male,Loyal Customer,29,Personal Travel,Eco,390,3,5,1,3,5,2,5,5,1,2,0,4,4,5,0,29,11/7/1972
13614,28990,Male,Loyal Customer,-1,Business travel,Business,2627,2,5,5,5,4,3,4,4,5,2,5,1,3,2,97,0,11/8/1972
13615,14832,Female,disloyal Customer,-1,Business travel,Eco,304,2,3,0,1,5,1,5,3,5,4,5,4,1,3,0,61,11/9/1972
13616,85580,Female,disloyal Customer,-1,Business travel,Business,259,2,3,3,0,5,3,5,5,4,1,5,5,5,5,32,71,11/10/1972
13617,13369,Female,Loyal Customer,68,Personal Travel,Eco,946,2,3,1,5,4,1,3,2,1,3,1,3,2,4,0,79,11/11/1972
13618,53365,Male,Loyal Customer,35,Business travel,Eco,1452,3,5,3,5,5,4,3,3,5,5,5,4,0,3,0,30,11/12/1972
13619,64783,Male,Loyal Customer,-1,Business travel,Business,551,4,3,3,3,3,5,5,5,5,5,5,4,5,3,0,0,11/13/1972
13620,103482,Female,Loyal Customer,-1,Business travel,Business,440,1,2,3,1,3,5,4,5,5,5,5,5,5,5,77,98,11/14/1972
13621,76802,Male,Loyal Customer,22,Personal Travel,Eco,546,3,2,3,1,0,5,1,1,1,3,2,5,0,2,0,92,11/15/1972
13622,42819,Male,Loyal Customer,60,Personal Travel,Eco,677,2,4,2,3,4,2,4,5,1,3,2,2,5,3,82,0,11/16/1972
13623,10743,Male,disloyal Customer,33,Business travel,Business,216,4,3,3,3,5,4,5,5,0,2,4,3,3,5,3,0,11/17/1972
13624,18618,Female,Loyal Customer,35,Personal Travel,Eco,383,1,1,5,4,5,5,5,5,4,1,1,5,3,5,0,11,11/18/1972
13625,123149,Male,disloyal Customer,-1,Business travel,Eco,600,5,0,5,2,2,5,2,2,5,5,3,4,3,2,64,59,11/19/1972
13626,60367,Female,disloyal Customer,-1,Business travel,Eco,1452,5,4,5,5,5,4,5,5,3,3,5,2,3,5,5,49,11/20/1972
13627,107123,Female,Loyal Customer,26,Business travel,Business,100000,2,2,2,2,5,5,5,5,2,5,5,5,5,5,0,0,11/21/1972
13628,77674,Female,disloyal Customer,-1,Business travel,Eco,874,2,1,1,2,0,2,1,0,2,2,3,5,2,1,129,71,11/22/1972
13629,112195,Male,Loyal Customer,-1,Personal Travel,Eco Plus,895,3,5,2,0,2,2,2,4,4,4,5,5,5,4,7,97,11/23/1972
13630,354,Female,Loyal Customer,51,Personal Travel,Eco Plus,821,3,5,3,5,1,5,4,3,1,2,1,5,3,4,23,102,11/24/1972
13631,35152,Male,Loyal Customer,30,Business travel,Eco,1010,5,2,2,4,5,5,5,5,1,1,5,5,2,5,0,82,11/25/1972
13632,122641,Female,disloyal Customer,23,Business travel,Eco,328,0,0,0,2,3,0,3,4,0,5,2,1,5,5,72,91,11/26/1972
13633,88997,Female,Loyal Customer,38,Business travel,Eco Plus,799,1,2,5,0,0,0,0,2,3,2,4,3,3,2,-2,0,11/27/1972
13634,12276,Female,disloyal Customer,-1,Business travel,Eco,190,4,5,5,2,1,3,2,1,5,2,1,5,5,2,82,58,11/28/1972
13635,47155,Female,Loyal Customer,-1,Business travel,Business,1599,5,4,2,3,4,4,5,5,2,2,2,2,5,5,0,0,11/29/1972
13636,125563,Male,Loyal Customer,65,Personal Travel,Eco,226,2,5,0,1,2,0,1,1,4,5,5,2,5,3,5,80,11/30/1972
13637,112645,Female,Loyal Customer,-1,Business travel,Business,1756,2,4,4,2,5,3,5,5,5,5,5,4,5,5,49,15,12/1/1972
13638,104193,Female,Loyal Customer,-1,Business travel,Eco Plus,349,2,5,5,5,1,4,3,1,3,1,1,4,1,4,83,12,12/2/1972
13639,84514,Female,Loyal Customer,52,Business travel,Business,2486,0,2,1,0,5,3,5,5,5,5,5,4,5,5,0,0,12/3/1972
13640,87664,Female,disloyal Customer,-1,Business travel,Business,591,4,0,3,5,3,4,2,1,2,5,5,5,5,2,94,58,12/4/1972
13641,87048,Female,disloyal Customer,24,Business travel,Business,594,0,0,0,5,5,0,5,5,2,5,4,5,5,5,110,31,12/5/1972
13642,54853,Male,Loyal Customer,48,Business travel,Business,2956,1,0,0,0,2,3,5,4,5,3,4,5,3,3,15,0,12/6/1972
13643,75753,Female,disloyal Customer,-1,Business travel,Eco,813,5,5,5,2,4,5,4,2,2,2,3,4,2,3,0,2,12/7/1972
13644,64994,Male,Loyal Customer,-1,Business travel,Business,224,0,0,0,4,2,5,3,2,4,2,2,1,2,5,71,0,12/8/1972
13645,62172,Female,Loyal Customer,72,Business travel,Business,2454,2,4,3,5,2,2,3,0,2,2,2,2,0,1,0,0,12/9/1972
13646,41116,Male,Loyal Customer,48,Business travel,Eco,667,4,2,0,1,2,3,4,3,1,5,0,2,2,2,-6,52,12/10/1972
13647,3708,Female,Loyal Customer,41,Personal Travel,Eco,427,2,1,0,3,2,0,1,3,5,5,3,2,5,1,48,70,12/11/1972
13648,123337,Male,Loyal Customer,55,Personal Travel,Eco Plus,328,2,1,2,2,5,3,5,5,5,4,2,3,1,5,1,0,12/12/1972
13649,55864,Male,Loyal Customer,44,Business travel,Business,2970,0,2,2,0,5,5,3,5,5,5,5,3,5,5,-1,0,12/13/1972
13650,63566,Male,Loyal Customer,-1,Business travel,Business,1737,5,5,5,5,5,5,5,5,4,4,5,3,3,5,0,30,12/14/1972
13651,28025,Male,Loyal Customer,36,Personal Travel,Eco,763,1,3,1,5,5,3,5,5,1,5,1,2,2,5,0,83,12/15/1972
13652,38986,Female,Loyal Customer,-1,Business travel,Business,2048,5,5,5,5,2,2,5,5,5,5,5,3,5,2,21,-9,12/16/1972
13653,53510,Female,Loyal Customer,24,Personal Travel,Eco,2288,0,4,1,3,2,0,3,3,3,0,4,3,3,3,32,82,12/17/1972
13654,49733,Female,Loyal Customer,35,Business travel,Eco,326,5,0,1,2,5,4,5,5,5,4,5,5,4,4,156,154,12/18/1972
13655,98111,Female,disloyal Customer,29,Business travel,Business,426,1,3,3,4,3,1,5,3,5,5,5,2,5,4,67,29,12/19/1972
13656,108204,Female,Loyal Customer,41,Personal Travel,Business,777,3,5,4,2,2,2,1,5,5,5,5,2,3,2,412,361,12/20/1972
13657,48666,Male,Loyal Customer,-1,Business travel,Business,3199,5,4,5,5,2,5,5,5,5,5,5,4,5,5,0,126,12/21/1972
13658,110847,Male,Loyal Customer,-1,Business travel,Business,2206,1,1,1,1,1,5,5,5,3,4,5,3,4,5,129,39,12/22/1972
13659,24087,Female,Loyal Customer,20,Business travel,Business,1985,5,3,2,1,4,5,5,4,3,5,3,2,4,4,0,22,12/23/1972
13660,7388,Female,Loyal Customer,-1,Business travel,Business,522,3,3,4,4,3,5,5,3,3,5,3,4,5,3,-10,1,12/24/1972
13661,98438,Male,Loyal Customer,50,Business travel,Business,3726,2,3,2,3,5,5,5,3,3,3,1,5,2,5,28,99,12/25/1972
13662,3348,Female,Loyal Customer,50,Business travel,Business,3844,2,1,1,1,5,3,3,5,5,5,5,5,5,5,91,147,12/26/1972
13663,38007,Male,Loyal Customer,32,Business travel,Business,3005,2,4,2,4,4,5,4,5,1,5,5,1,1,3,108,91,12/27/1972
13664,79444,Male,Loyal Customer,-1,Personal Travel,Eco,187,5,5,4,2,3,4,1,3,5,4,5,3,4,2,1,0,12/28/1972
13665,77358,Male,disloyal Customer,40,Business travel,Eco,626,1,2,1,4,4,2,2,4,0,3,2,2,5,2,92,48,12/29/1972
13666,40733,Male,Loyal Customer,46,Business travel,Eco,558,5,3,2,2,5,5,5,3,2,3,3,3,4,3,0,0,12/30/1972
13667,118958,Female,Loyal Customer,58,Personal Travel,Eco,1,4,1,5,5,2,4,5,2,2,4,0,2,0,4,33,-8,12/31/1972
13668,124499,Male,Loyal Customer,28,Business travel,Business,3147,1,5,5,5,1,1,1,1,1,5,3,4,3,1,7,4,1/1/1973
13669,17184,Female,Loyal Customer,47,Personal Travel,Eco,643,3,5,1,4,5,4,3,1,1,1,1,3,3,3,-1,76,1/2/1973
13670,92953,Male,Loyal Customer,40,Business travel,Business,3753,3,3,5,2,4,5,5,4,3,4,3,2,5,4,0,81,1/3/1973
13671,79778,Female,disloyal Customer,24,Business travel,Business,1035,4,2,2,2,5,4,3,3,4,3,1,3,3,3,7,29,1/4/1973
13672,50079,Female,Loyal Customer,33,Business travel,Business,1724,5,3,3,5,3,1,3,3,4,4,4,2,2,3,-5,0,1/5/1973
13673,120237,Male,Loyal Customer,31,Personal Travel,Eco,1325,4,5,5,3,5,5,5,5,2,3,4,3,5,5,0,17,1/6/1973
13674,60514,Female,Loyal Customer,44,Personal Travel,Eco,862,3,5,3,0,5,4,4,5,5,2,5,4,5,5,13,76,1/7/1973
13675,103422,Female,Loyal Customer,41,Personal Travel,Eco,237,1,5,3,0,3,3,5,5,5,2,3,2,4,5,35,29,1/8/1973
13676,108854,Male,Loyal Customer,46,Business travel,Business,2139,3,5,0,3,4,4,5,5,5,5,5,2,5,5,0,34,1/9/1973
13677,57000,Female,Loyal Customer,-1,Personal Travel,Eco,2454,1,2,1,1,2,5,5,0,4,3,3,5,4,5,57,136,1/10/1973
13678,49695,Male,Loyal Customer,24,Business travel,Business,100000,0,0,0,5,3,3,1,2,3,2,1,2,1,2,-3,42,1/11/1973
13679,26375,Male,Loyal Customer,38,Personal Travel,Eco,991,4,4,3,1,3,3,2,3,4,1,3,2,5,1,0,55,1/12/1973
13680,78738,Male,disloyal Customer,24,Business travel,Eco,554,5,3,5,5,3,5,5,5,5,3,5,5,5,3,33,9,1/13/1973
13681,2186,Female,Loyal Customer,-1,Business travel,Business,685,4,2,2,2,3,2,2,3,2,5,3,1,4,4,94,47,1/14/1973
13682,26079,Male,Loyal Customer,35,Business travel,Business,1717,3,4,3,3,5,0,4,4,3,3,5,1,4,3,15,83,1/15/1973
13683,26960,Female,Loyal Customer,27,Personal Travel,Business,867,5,4,5,4,5,5,5,5,3,3,5,3,5,5,90,31,1/16/1973
13684,128268,Female,disloyal Customer,-1,Business travel,Business,621,3,0,3,3,2,4,2,2,3,1,5,5,5,4,49,63,1/17/1973
13685,23289,Male,Loyal Customer,30,Business travel,Business,2371,2,1,2,0,5,3,3,4,3,2,0,2,3,5,34,0,1/18/1973
13686,67223,Female,Loyal Customer,-1,Personal Travel,Eco,964,2,2,2,2,1,5,3,4,4,2,4,2,3,3,47,36,1/19/1973
13687,76598,Female,disloyal Customer,-1,Business travel,Eco,100000,1,4,2,1,4,2,4,3,5,3,3,5,5,4,38,53,1/20/1973
13688,116048,Male,Loyal Customer,41,Personal Travel,Eco,362,2,5,4,3,3,3,2,4,3,1,5,2,5,3,26,36,1/21/1973
13689,123943,Female,disloyal Customer,25,Business travel,Business,573,5,5,5,2,2,5,3,3,5,4,3,2,5,3,81,96,1/22/1973
13690,14593,Male,Loyal Customer,31,Personal Travel,Eco,1021,3,1,4,5,2,3,3,3,2,0,5,1,3,4,123,188,1/23/1973
13691,37580,Male,Loyal Customer,-1,Business travel,Business,1545,2,2,2,0,5,4,0,3,4,5,4,5,3,3,36,14,1/24/1973
13692,52400,Female,Loyal Customer,53,Personal Travel,Eco,425,4,3,3,3,2,4,4,4,3,3,4,2,5,2,35,0,1/25/1973
